"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Jose del Monte","San Jose del Monte","14.8138","121.0452","1","Foundation for Media Alternatives; Philippine Star","Local partner-National","2","8 drug suspects were killed in police raids in Barangay Minuyan, San Jose del Monte town; Barangay Bayugo, Meycauayan City; Plaridel town; and Marilao city, all in Bulacan, on Aug 1. 8 fatalities coded across 4 events."
"2017-08-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","","Unidentified Armed G","nan","Civilians (Philippin","nan","Northern Mindanao","Misamis Oriental","Villanueva","Villanueva","8.5889","124.7756","2","ABS CBN; Foundation for Media Alternatives","Local partner-National","1","A civilian was killed in a vigilante-style attack by unidentified gunmen at Villanueva, Misamis Oriental on 01 Aug 2017. The incident is being investigated if it is related to drugs."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Barili","Barili","10.115","123.5103","2","Sunstar (Philippines); Philippine Star; Foundation for Media Alternatives; Cebu Daily News","Local partner-National","1","A drug suspect was killed during a police raid at Barili, Cebu on 01 Aug 2017."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Marilao","Marilao","14.7577","120.9483","2","Philippine Star","National","2","8 drug suspects were killed in police raids in Barangay Minuyan, San Jose del Monte town; Barangay Bayugo, Meycauayan City; Plaridel town; and Marilao city, all in Bulacan, on Aug 1. 8 fatalities coded across 4 events."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Plaridel","Plaridel","14.8872","120.8572","2","Philippine Star","National","2","8 drug suspects were killed in police raids in Barangay Minuyan, San Jose del Monte town; Barangay Bayugo, Meycauayan City; Plaridel town; and Marilao city, all in Bulacan, on Aug 1. 8 fatalities coded across 4 events."
"2017-08-01","Protests","Peaceful protest","Protesters (Philippines)","Students (Philippines)","","","Protesters (Philippi","Students (Philippine","nan","nan","Davao Region","Davao del Sur","Davao City","Davao City","7.0731","125.6128","1","Davao Today","Subnational","0","Students of the University of the Philippines in Mindanao held a rally at the lobby of the Administration Building at Tugbok, Davao City, Davao del Sur on August 1, to protest the collection of tuition fees."
"2017-08-01","Battles","Armed clash","Maute Group","ASG: Abu Sayyaf","Military Forces of the Philippines (2016-)","","Maute Group","ASG: Abu Sayyaf","Military Forces of t","nan","BARMM","Lanao del Sur","Marawi","Marawi","8.0034","124.2839","1","Manila Times","National","0","The Philippine security forces continued their airstrikes, artillery fire and ground assaults on August 1 to flush out militants from parts of Marawi city occupied by a combined Maute and Abu Sayyaf force. (No new fatalities had been reported for August 1."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","San Fernando","San Fernando","15.0342","120.6844","1","Foundation for Media Alternatives; ABS CBN","Local partner-National","1","A drug suspect and high-value target was killed during a police raid at San Fernando, Pampanga on 01 Aug 2017."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","ABS CBN; Foundation for Media Alternatives","Local partner-National","2","Two drug suspects were killed during police raids at Manila, Metro Manila on 01 Aug 2017."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Mandaue","Mandaue","10.3352","123.9397","1","Sunstar (Philippines); Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed during a police raid at Mandaue, Cebu on 01 Aug 2017."
"2017-08-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Northern Mindanao","Bukidnon","Quezon","Kiburiao","7.6419","125.0943","1","Manila Times; Philippine Star","National","0","Two suspected bomb experts of the New People's Army (NPA) were captured after a brief fire fight with the military in the outskirts of Kiburao, a remote village in the town of Quezon, Bukidnon on August 1."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","Cotabato","Matalam","Poblacion","7.0813","124.9351","1","Philippine News Agency; Foundation for Media Alternatives","Local partner-National","2","2 drug suspects were killed in a PDEA operation in Barangay Poblacion, Matalam town in North Cotabato on Aug 1."
"2017-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Meycauayan","Meycauayan","14.7369","120.9608","1","Philippine Star","National","2","8 drug suspects were killed in police raids in Barangay Minuyan, San Jose del Monte town; Barangay Bayugo, Meycauayan City; Plaridel town; and Marilao city, all in Bulacan, on Aug 1. 8 fatalities coded across 4 events."
