"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2017-04-01","Protests","Peaceful protest","Protesters (Philippines)","","","","Protesters (Philippi","nan","nan","nan","Central Visayas","Cebu","Cebu City","Cebu City","10.3167","123.8907","1","Philippine Daily Inquirer","National","0","Militant groups staged a rallies in Cebu City, Cebu assumed on April 1, to protest the continued support being given by the Department of Energy (DOE) for coal energy."
"2017-04-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Ilocos Region","Ilocos Sur","Candon","Candon","17.1947","120.4516","2","Philippine Star","National","1","A village chairman was shot dead in an ambush by unidentified gunmen while he was on his way to Candon City area, Ilocos Sur on April 1."
"2017-04-01","Protests","Peaceful protest","Protesters (Philippines)","Sanlakas","","","Protesters (Philippi","Sanlakas","nan","nan","Eastern Visayas","Leyte","Tacloban","Tacloban","11.2433","125.0047","1","Philippine Daily Inquirer","National","0","Members of the militant group Sanlakas staged a rallies in Tacloban City, Leyte assumed on April 1, to protest the continued support being given by the Department of Energy (DOE) for coal energy."
"2017-04-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines); Government of the Philippines (2016-)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Nueva Ecija","Cuyapo","Cuyapo","15.7819","120.6647","1","Philippine Daily Inquirer; Foundation for Media Alternatives","Local partner-National","1","A drug suspect and village chairman was shot dead in a vigilante-style attack by unidentified gunmen on Magat Bridge in Cuyapo town, Nueva Ecija on April 1."
"2017-04-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Cordova","Cordova","10.25","123.95","2","Freeman (Philippines); Foundation for Media Alternatives; Sunstar (Philippines)","Local partner-National","1","A drug suspect was killed during a police raid at Cordova, Cebu on 01 Apr 2017."
"2017-04-01","Explosions/Remote violence","Remote explosive/landmine/IED","BIFF: Bangsamoro Islamic Freedom Fighters","","Civilians (Philippines)","","BIFF: Bangsamoro Isl","nan","Civilians (Philippin","nan","Soccsksargen","Cotabato","Midsayap","Midsayap","7.1908","124.5302","2","Anadolu Agency; Philippine Daily Inquirer","National-International","0","A civilian was injured when an improvised explosive device went off in Midsayap town, North Cotabato on April 1. No one has claimed responsibility but authorities believe BIFF is behind the attack."
"2017-04-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Nueva Ecija","Cabanatuan","Cabanatuan","15.4858","120.9664","1","Foundation for Media Alternatives; Manila Times","Local partner-National","2","Two drug suspects were killed in a vigilante-style attack by an unidentified gunman at Cabanatuan, Nueva Ecija on 01 Apr 2017."
"2017-04-02","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-)","","Unidentified Armed G","nan","Police Forces of the","nan","CAR","Mountain Province","Bontoc","Bontoc","17.0873","120.9768","2","Philippine Daily Inquirer","National","1","A policeman was shot and killed by unidentified gunmen at Bontoc town, Mt. Province on April 2."
"2017-04-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Caloocan","Caloocan","14.6495","120.9678","1","GMA News; Foundation for Media Alternatives; ABS CBN","Local partner-National","3","Three drug suspects were killed in a vigilante-style attack by unidentified gunmen at Caloocan, Metro Manila on 02 Apr 2017."
"2017-04-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Negros Occidental","Sipalay","Sipalay","9.7519","122.4042","1","Sunstar (Philippines); Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified gunmen at Sipalay, Negros Occidental on 02 Apr 2017."
