"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2018-03-01","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-)","","Unidentified Armed G","nan","Police Forces of the","nan","Central Visayas","Bohol","Dauis","Dauis","9.6105","123.826","2","Philippine Daily Inquirer","National","2","A policeman and an attendant of a cockpit arena were killed by unidentified armed men in Dauis town, Bohol on March 1. The attendant was killed for asking for an entrance fee. The policeman had received death threats before and had recently gone AWOL from the police."
"2018-03-01","Violence against civilians","Attack","NPA: New People's Army","","Civilians (Philippines)","Government of the Philippines (2016-)","NPA: New People's Ar","nan","Civilians (Philippin","Government of the Ph","Calabarzon","Batangas","San Juan","Hugom","13.6744","121.3713","1","Manila Times","National","1","NPA rebels killed a village chairman in Barangay Hugom, San Juan, Batangas, Calabarzon on March 1, 2018."
"2018-03-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Lapu-Lapu","Lapu-Lapu","10.2841","123.9945","1","Sunstar (Philippines); Foundation for Media Alternatives","Local partner-National","1","A drug suspect was shot dead in a vigilante-style attack by unidentifie darmed men in Lapu-Lapu City, Cebu on March 1."
"2018-03-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","South Cotabato","Polomolok","Polomolok","6.2833","125.0833","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","2","Two drug suspects were killed during a police raid in Polomolok town, South Cotabato on March 1."
"2018-03-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Calabarzon","Batangas","San Juan","San Juan","13.75","121.3667","2","Philippine Daily Inquirer","National","1","A village captain was killed by unidentified armed men in San Juan, Batangas on March 1."
"2018-03-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Santa Maria","Santa Maria","14.8208","120.9636","2","Foundation for Media Alternatives; Manila Bulletin; Tempo; Bohol Chronicle","Local partner-National","1","A drug suspect was killed during a police raid at Santa Maria, Bulacan on 01 Mar 2018."
"2018-03-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Santa Maria","Santa Clara","14.8246","120.9536","1","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was killed during a police raid at Santa Clara, Bulacan on 01 Mar 2018."
"2018-03-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Bohol","Dauis","Dauis","9.6105","123.826","2","Bohol Chronicle; Tempo; Foundation for Media Alternatives; Manila Bulletin","Local partner-National","2","Two drug suspects were killed by unidentified assailants at Dauis, Bohol on 01 Mar 2018."
"2018-03-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Davao Region","Davao Oriental","Mati","Mati","6.955","126.2165","1","Philippine Daily Inquirer; Foundation for Media Alternatives","Local partner-National","2","Two drug suspects were killed by unidentified assailants at Mati, Davao Oriental on 01 Mar 2018."
"2018-03-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Plaridel","Plaridel","14.8872","120.8572","2","Manila Bulletin; Bohol Chronicle; Foundation for Media Alternatives; Tempo","Local partner-National","1","A drug suspect was killed during a police raid at Plaridel, Bulacan on 01 Mar 2018."
