"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-01-01","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Zamboanga Peninsula","Zamboanga del Sur","Zamboanga City","Zamboanga City","6.9102","122.0738","1","Philippine News Agency","National","0","A village councilman was unharmed by an IED set off at his house in Barangay Tagasilay, Zamboanga City, Zamboanga del Sur province on January 1, 2019."
"2019-01-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Caraga","Agusan del Sur","San Luis","Binicalan","8.4324","125.4231","1","Manila Times","National","2","Two members of the NPA were killed during an attack by soldiers at an NPA encampment in Barangay Binicalan, San Luis town, Agusan del Sur province on January 1 ,2019."
"2019-01-02","Battles","Armed clash","Moro Muslim Militia (Philippines)","","Moro Muslim Militia (Philippines)","","Moro Muslim Militia ","nan","Moro Muslim Militia ","nan","Soccsksargen","Cotabato","Pikit","Pikit","7.0544","124.6719","2","Philippine News Agency","National","0","Two minors were hit by stray bullets during a clash between two feuding Moro families in Pikit town area, Cotabato province on either January 2 or 3, 2019. They were fighting over land."
"2019-01-02","Strategic developments","Looting/property destruction","NPA: New People's Army","","Civilians (Philippines)","Labour Group (Philippines)","NPA: New People's Ar","nan","Civilians (Philippin","Labour Group (Philip","Central Visayas","Negros Oriental","Ayungon","Ayungon","9.8589","123.1444","2","ABS CBN","National","0","Members of the NPA burnt down heavy equipment owned by a mining company in Ayungon town area, Negros Oriental province on January 2, 2019. They accused the mining company of destroying the environment."
"2019-01-03","Battles","Armed clash","Sangbay Clan Militia (Philippines)","","Sangbay Clan Militia (Philippines)","","Sangbay Clan Militia","nan","Sangbay Clan Militia","nan","BARMM","Basilan","Hadji Muhtamad","Sangbay","6.8396","121.5517","1","Manila Bulletin","National","7","Seven people were killed during an attack by one clan on another in Barangay Sangbay, Hadji Muhtamad, Basilan province on January 3, 2019. Five others were wounded."
"2019-01-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Northern Mindanao","Misamis Oriental","Alubijid","Lourdes","8.5146","124.434","1","Sunstar (Philippines)","National","1","A drug suspect was killed during a police raid at Barangay Lourdes, Alubijid town, Misamis Oriental province on January 3, 2019."
"2019-01-04","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines); Former Government of the Philippines (2016-)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","BARMM","Maguindanao","Cotabato City","Cotabato City","7.2236","124.2463","1","Manila Bulletin","National","2","Two drug suspects (an ex-mayor and his brother) were killed in separate police raids at their respective residences in Cotabato City, Maguindanao province on January 4, 2019."
"2019-01-05","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Cavite","General Trias","General Trias","14.3333","120.9","1","Manila Times","National","1","A drug suspect was killed during a police raid at General Trias City, Cavite province on January 5, 2019."
"2019-01-05","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Santa Maria","Santa Maria","14.8208","120.9636","2","Philippine Star","National","1","A drug suspect was killed during a police raid at Santa Maria town, Bulacan province on January 5, 2019."
"2019-01-06","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Zamboanga Peninsula","Zamboanga Sibugay","Tungawan","Masao","7.6112","122.4379","1","Sunstar (Philippines)","National","0","An IED was set off near a government official's house at Barangay Masao, Tungawan town, Zamboanga Sibugay province on January 6, 2019."
"2019-01-06","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Jose del Monte","San Jose del Monte","14.8138","121.0452","1","Philippine Star","National","1","A drug suspect was killed during a police raid at San Jose del Monte City, Bulacan province on January 6, 2019."
"2019-01-06","Violence against civilians","Attack","NPA: New People's Army","","Civilians (Philippines)","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","NPA: New People's Ar","nan","Civilians (Philippin","Military Forces of t","Central Visayas","Negros Oriental","Guihulngan","Guihulngan","10.1214","123.2742","1","Manila Bulletin","National","1","Members of the NPA killed an off-duty militiaman at Barangay Linantuyan, Guihulngan town, Negros Oriental province on January 6, 2019."
"2019-01-06","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Soccsksargen","South Cotabato","Polomolok","Lumakil","6.2107","125.0336","1","Manila Bulletin","National","1","A village councilman supposedly active in the War against Drugs was shot and killed by unidentified assailants at Barangay Lumakil, Polomolok town, South Cotabato province on the weekend of January 6, 2019."
"2019-01-07","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines); Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","Cotabato","Libungan","Libungan","7.3","124.5666","2","Manila Times","National","0","A town mayor previously named in President Duterte's drug watch list survived an assassination attempt by an unidentified assailant at the town hall of Libungan town, Cotabato province on January 7, 2019. A bystander was wounded."
"2019-01-07","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Jose del Monte","San Jose del Monte","14.8138","121.0452","1","Philippine News Agency","National","2","Two drug suspects were shot and killed during a police raid at Barangay Graceville, San Jose del Monte City, Bulacan province on January 7, 2019."
"2019-01-07","Protests","Peaceful protest","Protesters (Philippines)","ACT: Alliance of Concerned Teachers","","","Protesters (Philippi","ACT: Alliance of Con","nan","nan","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Rappler","National","0","Public school teachers held a rally in support of the Alliance of Concerned Teachers, which is supposedly being investigated by the police, at the Department of Education's office in Manila, Metro Manila on January 7, 2019."
"2019-01-08","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Northern Mindanao","Misamis Oriental","Cagayan de Oro","Cagayan de Oro","8.4822","124.6472","1","Mindanao Goldstar Daily","Subnational","1","A drug suspect was shot and killed during a police raid at Barangay Bulua, Cagayan de Oro City, Misamis Oriental province on January 8, 2019."
"2019-01-08","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Ilocos Region","La Union","San Fernando","San Fernando","16.6159","120.3166","1","Philippine Star","National","1","A drug suspect was killed during a police raid at Barangay Pias, San Fernando town, La Union province on either January 7 or 8, 2019."
"2019-01-08","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","BARMM","Maguindanao","Sultan Mastura","Tuka","7.2967","124.2534","1","Manila Bulletin","National","2","Two drug suspects were shot and killed during a police raid at Barangay Tuka, Bagumbayan town, Sultan Kudarat province on January 8, 2019."
"2019-01-08","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Laguna","Bay","Masaya","14.1461","121.2771","1","Philippine Star","National","1","A drug suspect was killed during a police raid at Barangay Masaya, Bay town, Laguna province on either January 7 or 8, 2019."
