"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2016-07-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Quezon","Candelaria","Candelaria","13.9311","121.4233","2","Foundation for Media Alternatives; GMA News","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by an unidentified assailant at Candelaria, Quezon on 01 Jul 16."
"2016-07-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","NPA: New People's Ar","nan","Military Forces of t","Military Forces of t","Soccsksargen","Cotabato","Magpet","Basak","7.2136","125.1174","1","Philippine Star","National","1","On 1 Jul 2016, a running firefight in Barangays Basak and Balite, Magpet, North Cotabato, occurred between the New People's Army (NPA) against the military and militiamen (Citizen Armed Force Geographical Unit or CAFGU). Two of the NPAs were killed (divided across 2 events). 22 improvised explosive devices (IEDs) were also recovered from them."
"2016-07-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","NPA: New People's Ar","nan","Military Forces of t","Military Forces of t","Soccsksargen","Cotabato","Magpet","Basak","7.2136","125.1174","1","Philippine Star","National","1","On 1 Jul 2016, a running firefight in Barangays Basak and Balite, Magpet, North Cotabato, occurred between the New People's Army (NPA) against the military and militiamen (Citizen Armed Force Geographical Unit or CAFGU). Two of the NPAs were killed (divided across 2 events). 22 improvised explosive devices (IEDs) were also recovered from them."
"2016-07-01","Strategic developments","Arrests","Military Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","","Military Forces of t","nan","ASG: Abu Sayyaf","nan","BARMM","Basilan","Ungkaya Pukan","Sungkayut","6.4583","122.1549","1","Philippine Star","National","0","Arrests: On 1 Jul 2016, the military arrested a suspected sub-leader of the Abu Sayyaf Group (ASG) who is known for making improvised explosive devices (IEDs) in Brgy. Sungkayut, Ungkaya Pukan, Basilan."
"2016-07-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Davao Region","Davao del Sur","Davao City","Davao City","7.0731","125.6128","1","Sunstar (Philippines); Davao Today; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed during a police raid at Davao City, Davao del Sur on 01 Jul 16."
"2016-07-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Meycauayan","Meycauayan","14.7369","120.9608","2","Foundation for Media Alternatives; Abante","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified armed men. The drug suspect's body was found dead in Meycauayan river at Meycauayan, Bulacan on 01 Jul 16."
"2016-07-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Malolos","Malolos","14.8443","120.8104","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was killed during a police raid at Brgy. Mojon, Malolos City, Bulacan on 1 Jul 2016."
"2016-07-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Negros Oriental","Dumaguete","Dumaguete","9.3064","123.3066","2","Philippine Daily Inquirer; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed during a police raid at Brgy. Canday-ong, Dumaguete City, Negros Oriental on 1 Jul 2016."
"2016-07-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Rafael","San Rafael","14.9933","120.9667","2","Foundation for Media Alternatives; Philippine Star","Local partner-National","3","Three drug suspects and members of Valdesotto drug syndicate was killed during a police raid at San Rafael, Bulacan on 01 Jul 16."
"2016-07-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Davao Region","Davao del Sur","Davao City","Toril","6.9856","125.4623","1","Foundation for Media Alternatives; Sunstar (Philippines)","Local partner-National","1","A drug suspect was killed during a police raid at Toril, Davao on 01 Jul 16."
