"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-06-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Philippine Star","National","3","Three drug suspects were killed in a vigilante-style attack by unidentified assailants at Manila, Metro Manila on June 1, 2019."
"2019-06-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Nueva Ecija","Rizal","Canaan West","15.6845","121.1623","1","Philippine News Agency","National","1","A drug suspect was killed in a police raid at Barangay Canaan West, Rizal town, Nueva Ecija province on June 1, 2019."
"2019-06-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Nueva Ecija","Gabaldon","Gabaldon","15.4522","121.3387","2","Philippine News Agency","National","1","A drug suspect was killed in a police raid at Barangay Baterya, Gabaldon town, Nueva Ecija province on June 2, 2019."
"2019-06-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Caraga","Agusan del Norte","Butuan","Butuan","8.9491","125.5436","1","Manila Bulletin","National","1","A village zone leader was killed by unidentified assailants at Butuan City, Agusan del Norte province on June 2, 2019."
"2019-06-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Bohol","Getafe","Getafe","10.1472","124.1538","2","Bohol Chronicle","Subnational","1","A drug suspect was killed in a police raid at Barangay Carreta, Getafe town, Bohol province on June 2, 2019."
"2019-06-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","PM: Partido Manggagawa; Labour Group (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","PM: Partido Manggaga","Central Luzon","Nueva Ecija","Carranglan","Bunga","16.0221","121.035","1","Rappler; Front Line Defenders","Local partner-Other","1","A labor organizer under Partido Manggagawa was killed by unidentified assailants at Barangay Bunga, Tanza town, Cavite province on June 2, 2019."
"2019-06-03","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Eastern Visayas","Leyte","Tacloban","Tacloban","11.2433","125.0047","1","Philippine Daily Inquirer","National","1","A drug suspect was killed in a vigilante-style attack by unidentified assailants at Barangay 95-A, Tacloban City, Leyte province on June 3, 2019."
"2019-06-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Nueva Ecija","San Leonardo","Castellano","15.3158","120.9341","1","Philippine Star","National","1","A drug suspect was killed in a police raid at Barangay Castellano, San Leonardo town, Nueva Ecija province on June 3, 2019."
"2019-06-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Laguna","Lumban","Bagong Silang","14.3072","121.4701","1","Philippine Daily Inquirer","National","1","A drug suspect was killed in a police raid at Barangay Bagong Silang, Lumban town, Laguna province on June 3, 2019."
"2019-06-04","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Mimaropa Region","Oriental Mindoro","Gloria","Maligaya","12.9319","121.4834","1","Philippine Daily Inquirer","National","1","A drug suspect was killed in a police raid at Barangay Maligaya, Rosario town, Batangas province on June 4, 2019."
