"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-03-01","Protests","Peaceful protest","Protesters (Philippines)","Labour Group (Philippines)","","","Protesters (Philippi","Labour Group (Philip","nan","nan","Central Luzon","Zambales","Subic","Subic","14.9","120.2333","2","Philippine Daily Inquirer","National","0","Around 100 laborers for Hanjin, a Korean company, held a protest at Subic town, Zambales province on March 1, 2019. They were campaigning against Hanjin's voluntary retrenchment program. [size=100]"
"2019-03-01","Strategic developments","Looting/property destruction","NPA: New People's Army","","Civilians (Philippines)","Labour Group (Philippines)","NPA: New People's Ar","nan","Civilians (Philippin","Labour Group (Philip","Western Visayas","Negros Occidental","Kabankalan","Kabankalan","9.9839","122.8142","1","Sunstar (Philippines)","National","0","Suspected members of the NPA burned a backhoe owned by Galicon Construction at Barangay Magballo, Kabankalan City, Negros Occidental province on March 1, 2019."
"2019-03-01","Violence against civilians","Attack","RPA-ABB: Revolutionary Proletarian Army-Alex Boncayao Brigade","","Civilians (Philippines)","Farmers (Philippines); Unidentified Tribal Group (Philippines)","RPA-ABB: Revolutiona","nan","Civilians (Philippin","Farmers (Philippines","Western Visayas","Negros Occidental","Salvador Benedicto","Bagong Silang","10.6052","123.2827","1","ProtectDefenders.eu; Front Line Defenders","Local partner-Other","1","On 1 March 2019, a farmer active in a local tribal organization was shot dead by suspected members of the Revolutionary Proletarian Army-Alex Boncayao Brigade in Barangay Bagong Silang, Salvador Benedicto, Negros Occidental."
"2019-03-01","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-) Scout Ranger","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Basilan","Ungkaya Pukan","Kamamburingan","6.4539","122.1268","1","Sunstar (Philippines)","National","0","The Abu Sayyaf attacked soldiers from the 3rd Scout Ranger Battalion at Barangay Kamamburingan, Ungkaya Pukan town, Basilan province on March 1, 2019."
"2019-03-02","Protests","Peaceful protest","Protesters (Philippines)","Labour Group (Philippines)","","","Protesters (Philippi","Labour Group (Philip","nan","nan","Central Luzon","Zambales","Subic","Subic","14.9","120.2333","2","Philippine Daily Inquirer","National","0","Around 100 laborers for Hanjin, a Korean company, held a protest at Subic town, Zambales province on March 2, 2019. They were campaigning against Hanjin's voluntary retrenchment program. [size=100]"
"2019-03-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines); Police Forces of the Philippines (2016-)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Negros Occidental","San Carlos","San Carlos","10.484000000000002","123.4203","1","Panay News","Subnational","1","A police officer that had gone AWOL and was suspected of drug dealing was killed in a vigilante-style attack by unidentified assailants at Barangay 6, San Carlos City, Negros Occidental province on March 2, 2019."
"2019-03-03","Protests","Peaceful protest","Protesters (Philippines)","Labour Group (Philippines)","","","Protesters (Philippi","Labour Group (Philip","nan","nan","Central Luzon","Zambales","Subic","Subic","14.9","120.2333","2","Philippine Daily Inquirer","National","0","Around 100 laborers for Hanjin, a Korean company, held a protest at Subic town, Zambales province on March 3, 2019. They were campaigning against Hanjin's voluntary retrenchment program. [size=100]"
"2019-03-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Laguna","Santa Rosa","Santa Rosa","14.3122","121.1113","1","Philippine Daily Inquirer","National","1","A drug suspect was killed during a police raid at Barangay Labas, Santa Rosa City, Laguna province on March 3, 2019."
"2019-03-03","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Iloilo","Iloilo City","Iloilo City","10.6969","122.5644","1","Philippine Star","National","1","A drug suspect was killed during a vigilante-style attack by unidentified assailants at Iloilo City, Iloilo province on March 3, 2019."
"2019-03-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Rafael","Mabalas-Balas","15.0258","120.9423","1","Philippine Star","National","2","Two drug suspects were killed during a police raid at Barangay Mabalas-balas, San Rafael town, Bulacan province on March 3, 2019."
