"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2018-10-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Santa Maria","Santa Maria","14.8208","120.9636","2","Philippine Daily Inquirer","National","1","A drug suspect was shot and killed during a police raid at Santa Maria town, Bulacan province on October 1, 2018."
"2018-10-01","Strategic developments","Other","Matigsalog Ethnic Militia (Philippines)","","Civilians (Philippines)","Refugees/IDPs (Philippines); Lumad Ethnic Group (Philippines)","Matigsalog Ethnic Mi","nan","Civilians (Philippin","Refugees/IDPs (Phili","Soccsksargen","Cotabato","Arakan","Arakan","7.3548","125.1473","2","Mindanao Goldstar Daily","Subnational","0","Displacement: Hundreds of Lumad and non-Lumad residents of Arakan town, Cotabato province fled their homes on October 1, 2018 in order to escape the armed Matigsalog ethnic militia seeking revenge."
"2018-10-01","Violence against civilians","Attack","Matigsalog Ethnic Militia (Philippines)","","Civilians (Philippines)","","Matigsalog Ethnic Mi","nan","Civilians (Philippin","nan","Soccsksargen","Cotabato","Arakan","Arakan","7.3548","125.1473","2","Mindanao Goldstar Daily","Subnational","1","Armed Matigsalog men killed a civilian at his residence in Arakan town, Cotabato province on October 1, 2018 because they believed that he killed a Matigsalog man on September 30, 2018."
"2018-10-01","Battles","Armed clash","Armed Drug Suspects (Philippines)","","Police Forces of the Philippines (2016-)","","Armed Drug Suspects ","nan","Police Forces of the","nan","Soccsksargen","South Cotabato","General Santos","General Santos","6.1127","125.1716","1","Philippine News Agency","National","1","A drug suspect was killed during a shootout with police officers at General Santos City, South Cotabato province on October 1, 2018. A police officer was wounded."
"2018-10-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Bocaue","Bocaue","14.7983","120.9261","2","Philippine Daily Inquirer","National","1","A drug suspect was shot and killed during a police raid at Bocaue City, Bulacan province on October 1, 2018."
"2018-10-01","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Police Forces of the","Government of the Ph","Ilocos Region","La Union","Bangar","Bangar","16.8936","120.4243","2","Rappler","National","3","A mayor and his driver and police escort were killed by unidentified assailants at Bangar town, La Union province on October 1, 2018. His wife was wounded but survived."
"2018-10-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Zamboanga Peninsula","Zamboanga del Norte","Godod","Godod","7.9858","122.831","1","Philippine Daily Inquirer","National","1","A village council person was shot and killed by unidentified assailants at Godod town, Zamboanga del Norte province on October 1, 2018."
"2018-10-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Cavite","General Trias","General Trias","14.3333","120.9","1","Manila Bulletin","National","1","A drug suspect was killed during a police raid at General Trias town, Cavite province on October 2, 2018."
"2018-10-02","Strategic developments","Agreement","CPP-NPA-NDF: Communist Party of the Philippines-New People's Army-National Democratic Front","","Military Forces of the Philippines (2016-)","","CPP-NPA-NDF: Communi","nan","Military Forces of t","nan","Northern Mindanao","Bukidnon","Cabanglasan","Cabanglasan","8.1213","125.3275","2","Manila Bulletin","National","0","Agreement: 117 members or supporters of the CPP-NPA-NDF supposedly surrendred to the military at Cabanglasan town, Bukidnon province on October 2, 2018."
"2018-10-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Central Visayas","Cebu","Alegria","Alegria","9.75","123.3666","2","Sunstar (Philippines)","National","1","A village councilor was shot and killed in Alegria town, Cebu province on October 2, 2018."
