"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2016-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines); Police Forces of the Philippines (2016-)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Bocaue","Kaingin","14.8066","120.9185","1","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect and police officer on Absent Without Official Leave (AWOL) status was killed during a police raid at Brgy. Kaingin, Bocaue, Bulacan on 1 Aug 2016. Victim assumed to be off-duty and unarmed at time of attack."
"2016-08-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Regional Public Safety Battalion","NPA: New People's Ar","nan","Military Forces of t","Police Forces of the","Caraga","Surigao del Norte","Malimono","Malimono","9.618","125.4022","2","Philippine Daily Inquirer; Manila Times","National","1","On 1 Aug 2016, a firefight occurred between the New People's Army (NPA) against the Regional Public Safety Battalion (RPSB) and Army's 30th Infantry Battalion in Brgy. Doro (Binocaran), Malimono, Surigao del Norte, leaving one NPA member killed. Rifles, improvised explosive devices (IEDs) and other items were recovered."
"2016-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Norzagaray","Bitungol","14.8833","121.0333","1","Philippine Star; Philippine Daily Inquirer; Foundation for Media Alternatives","Local partner-National","2","Two drug suspects were killed during a police raid at Brgy. Bitungol, Norzagaray, Bulacan on 1 Aug 2016."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Batangas","Bauan","Bauan","13.7917","121.0085","2","Philippine Star; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men at Bauan, Batangas on 1 Aug 2016."
"2016-08-01","Strategic developments","Other","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","Military Forces of the Philippines (2016-)","Civilians (Philippines)","Lumad Ethnic Group (Philippines); Refugees/IDPs (Philippines)","Military Forces of t","Military Forces of t","Civilians (Philippin","Lumad Ethnic Group (","Caraga","Agusan del Sur","Talacogon","Zillovia","8.4467","125.7518","1","Bulatlat","National","0","Hundreds of Lumads have been fleeing their homes in Barangay Zillovia, Talacogon, Agusan del Sur following attacks by a paramilitary group (CAFGU) and the military throughout the week of 1st Aug 2016."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Pasay","Pasay","14.5374","121.0014","2","Philippine Daily Inquirer","National","1","A drug suspect was killed in a vigilante-style attack by unidentified armed men as reported in the Philippine Daily Inquirer Kill List. His/Her body was found at Pasay City, Metro Manila on 1 Aug 2016 with a note, 'Snatcher ako sa Edsa, wag tularan (I'm a snatcher in EDSA, don't emulate).'"
"2016-08-01","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-)","","Unidentified Armed G","nan","Police Forces of the","nan","Soccsksargen","Cotabato","Kabacan","Kabacan","7.1066","124.8291","2","Manila Times","National","0","On 1 Aug 2016, unidentified armed men threw a grenade at a local police outpost in Kabacan town area, Cotabato. No one was hurt. Gunfire was heard after the explosion."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Ilocos Region","Ilocos Sur","Santiago","Nalasin","17.2905","120.4472","1","Philippine Star","National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men at Brgy. Nalasin, Santiago, Ilocos Sur around 1 Aug 2016."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","Macabebe","Caduang Tete","14.9278","120.7076","1","Philippine Star","National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men. His body was found at Brgy. Caduang Tete, Macabebe, Pampanga on 1 Aug 2016 with a note, 'Ako'y pusher, huwag tularan (I am a pusher, don't emulate).'"
"2016-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Marilao","Marilao","14.7577","120.9483","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was killed during a police raid at Marilao town, Bulacan on 1 Aug 2016 as reported in the Philippine Daily Inquirer Kill List."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Bicol Region","Camarines Norte","Daet","Barangay II","14.1084","122.9563","1","Philippine Star; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men at Brgy. 2 (Pasig), Daet, Camarines Norte on 1 Aug 2016."
"2016-08-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Bohol","Tagbilaran","Tagbilaran","9.6555","123.8521","1","Philippine Daily Inquirer; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified armed assailants in Barangay Cogon, Tagbilaran City, Bohol on 1 Aug 2016."
"2016-08-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Rizal","Pililla","Pililla","14.4854","121.3062","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was killed during a police raid at Pililla town, Rizal on 1 Aug 2016 as reported in the Philippine Daily Inquirer Kill List."
